"Species","code","family","group","nat.inv","morph.mass.mg","chem.mass.mg","set.time.mpsec","height.cm","shape.m","size.mm.m","area.mm2.m","shape.c","size.mm.c","area.mm2.c","appendage type","smooth.coarse","appendage","prop.C","prop.N","cn","ldd","disp","ldd2","wing.loading.c","wing.loading.m","coat.perm.perc","E.S","coat.thick","fruit.thick","both.thick","mucilage","fleshy.end","starchy.end"
"Oxytheca perfoliata","OXYPER","Polygonaceae","forb","native",4.7226,4.7226,184.837337392298,13,0.0485290749009106,1.8301918,4.2111322,0.0485290749009106,1.8301918,4.2111322,"elongated appendage",1,"hairs",0.428174556213018,0.0310976331360947,13.7687184853963,0,"unknown","unknown",1.12145612526721,1.12145612526721,85.7943134685064,1.85279555557768,0.0132,NA,NA,0,1,1
"Palafoxia arida","PALARI","Asteraceae","forb","native",34.4714285714286,17.76,156.618632826272,201.17,0.10059086049613,19.028677,64.121388,0.176707445860796,10.3961996,27.3224804,"elongated appendage",1,"pappus",0.486570697376839,0.0234708893154191,20.7308164099768,2,"wind","wind",0.650014191244511,0.53759641902057,123.290081354598,1,NA,0.0506,NA,0,NA,NA
"Palafoxia arida var. arida","PALARIA","Asteraceae","forb","native",27.28,27.28,208.409723560079,40,0.175400979249822,10.6842442,28.2006832,0.175400979249822,10.6842442,28.2006832,"elongated appendage",1,"hairs",0.506704012506514,0.0359301719645649,14.1024655547498,2,"wind","wind",0.967352450525028,0.967352450525028,92.1837641055032,1,NA,0.064,NA,0,NA,NA
"Panicum hirticaule var. hirticaule","PANHIRH","Poaceae","grass","native",8.9228,8.9228,208.65699890938,45,0.0707120175603289,2.25118035,6.2456098,0.0707120175603289,2.25118035,6.2456098,"no appendage",0,"none",0.436682679476915,0.0256605284227382,17.0176807072283,3,"bird","ingestion",1.42865153055191,1.42865153055191,14.3854728550056,0.612959180453056,NA,NA,0.0644,0,1,1
"Pectis papposa var. papposa","PECPAPP","Asteraceae","forb","native",1.6051,1.6051,116.105627934991,10.5,0.159901770564507,3.7091297,4.11529952,0.159901770564507,3.7091297,4.11529952,"elongated appendage",1,"pappus",0.461628664495114,0.0232543677820551,19.8512670317076,2,"wind","wind",0.390032363914061,0.390032363914061,117.421699438887,1,0.013,NA,NA,0,NA,NA
"Pectocarya heterocarpa","PECHET","Boraginaceae","forb","native",4.6937,4.6937,156.362818202927,13.5,0.0379447313978791,1.99304795,5.58774283,0.0379447313978791,1.99304795,5.58774283,"elongated appendage",1,"hairs",0.448293512034858,0.035549763045241,12.6104669363226,4,"adhesive","adhesive",0.839999288227801,0.839999288227801,50.3979853002988,1,0.0249,NA,NA,0,NA,NA
"Pectocarya penicillata","PECPEN","Boraginaceae","forb","native",4.05435,4.05435,149.59104718403,5.97037037,0.0669862820235307,2.4339778,7.3936361,0.0669862820235307,2.4339778,7.3936361,"flat appendage",1,"wing",0.418228658536585,0.0239756097560976,17.4439216683622,4,"adhesive","adhesive",0.548356714499379,0.548356714499379,96.5402020532467,1,0.0088,0.0284,0.0372,0,NA,NA
"Pectocarya recurvata","PECREC","Boraginaceae","forb","native",5.414,5.414,151.660642210262,12.25,0.0734949078290419,2.481616,7.9556704,0.0734949078290419,2.481616,7.9556704,"elongated appendage",1,"prickles",0.420731981981982,0.0282826576576577,14.8759705355365,4,"adhesive","adhesive",0.680520902424515,0.680520902424515,67.6756811807669,1,0.013,NA,NA,0,NA,NA
"Perityle emoryi","PEREMO","Asteraceae","forb","native",2.2337,2.2337,101.172765487303,31,0.140789891887545,3.49641955,6.66664402,0.140789891887545,3.49641955,6.66664402,"no appendage",0,"none",0.505772569444444,0.0275896990740741,18.3319349764027,1,"unassisted","unassisted",0.335056138185701,0.335056138185701,54.4903947009369,1,0.0128,NA,NA,0,NA,NA
"Phacelia brachyloba","PHABRA","Boraginaceae","forb","native",1.22,1.22,141.754597648645,33.5,0.0202941120628633,0.80652519,1.3220174,0.0202941120628633,0.80652519,1.3220174,"no appendage",1,"none",0.520168810289389,0.022398177920686,23.2237109702117,1,"unassisted","unassisted",0.922832029290991,0.922832029290991,32.0180881210293,0.752449344983269,0.024,NA,NA,0,1,0
"Phacelia calthifolia","PHACAL","Boraginaceae","forb","native",1.5322,1.5322,167.417326474169,20,0.0408163279926104,1.1167272,2.0313352,0.0408163279926104,1.1167272,2.0313352,"no appendage",1,"none",0.465264175257732,0.0244458762886598,19.0324196099104,1,"unassisted","unassisted",0.754282208076737,0.754282208076737,67.5316522034021,0.756239877850948,0.02,NA,NA,0,1,0
"Phacelia cicutaria","PHACIC","Boraginaceae","forb","native",8.1423,8.1423,235.595297549472,39,0.0276921407511983,1.5886775,5.08697888,0.0276921407511983,1.5886775,5.08697888,"no appendage",1,"none",0.479759141033082,0.0237434706906558,20.2059398680029,1,"unassisted","unassisted",1.60061604187356,1.60061604187356,54.2470948872562,0.827114675816431,0.0426,NA,NA,0,1,0
"Phacelia cicutaria var. hispida","PHACICH","Boraginaceae","forb","native",4.3942,4.3942,235.15566921055,39.65,0.0322269258644165,1.4845381,4.15653944,0.0322269258644165,1.4845381,4.15653944,"no appendage",1,"none",0.476957779063042,0.0184731058415269,25.8190356919224,1,"unassisted","unassisted",1.05717750629596,1.05717750629596,63.9175103660757,0.773582377228902,0.0374,NA,NA,0,1,0
"Phacelia crenulata","PHACRE","Boraginaceae","forb","native",12.0078,12.0078,209.025605446521,43.5,0.064322390581374,3.4033591,15.8559624,0.064322390581374,3.4033591,15.8559624,"no appendage",1,"none",0.468470522803115,0.0230895439377086,20.2892930266169,2,"ant","ant",0.757305024890826,0.757305024890826,135.01283197555,0.853791855531524,0.0176,NA,NA,0,1,0
"Phacelia davidsonii","PHADAV","Boraginaceae","forb","native",2.2373,2.2373,189.922274367431,17.5,0.0303996947441956,0.97048909,1.76268996,0.0303996947441956,0.97048909,1.76268996,"no appendage",1,"none",0.473538559187559,0.0174357346874008,27.1590826356025,1,"unassisted","unassisted",1.26925327242461,1.26925327242461,83.131631163507,0.848846327642941,0.0454,NA,NA,0,1,0
"Phacelia distans","PHADIS","Boraginaceae","forb","native",7.70883333333333,7.70883333333333,254.254663271968,42.5,0.0652488534972568,2.18470845,6.31630594,0.0652488534972568,2.18470845,6.31630594,"no appendage",1,"none",0.454594333547972,0.027269800386349,16.6702479338843,1,"unassisted","unassisted",1.22046547563738,1.22046547563738,81.051049841463,0.831133784822913,0.0416,NA,NA,0,1,0
"Phacelia fremontii","PHAFRE","Boraginaceae","forb","native",2.7902,2.7902,183.135167660357,17.5,0.0378380552651086,1.1920619,2.24970772,0.0378380552651086,1.1920619,2.24970772,"no appendage",1,"none",0.455918638659931,0.0166232385003988,27.4265834932821,1,"unassisted","unassisted",1.24025000012002,1.24025000012002,72.0113926313058,0.77618212935803,0.035,NA,NA,0,1,0
"Phacelia grandiflora","PHAGRA","Boraginaceae","forb","native",1.2555,1.2555,154.443628799295,115,0.0275272261085969,0.79323081,1.20026312,0.0275272261085969,0.79323081,1.20026312,"no appendage",1,"none",0.522109650529016,0.021724911830715,24.0327626918536,1,"unassisted","unassisted",1.04602064254045,1.04602064254045,137.938157181376,0.805677441527843,0.0086,NA,NA,0,1,0
"Phacelia parryi","PHAPAR","Boraginaceae","forb","native",1.9577,1.9577,163.512625487439,55,0.017850728047399,0.82868246,1.45634016,0.017850728047399,0.82868246,1.45634016,"no appendage",1,"none",0.468916839301569,0.0202042024267535,23.2088765197012,1,"unassisted","unassisted",1.34426012120685,1.34426012120685,86.0919310184796,0.802833305008749,0.0266,NA,NA,0,1,0
"Phacelia viscida","PHAVIS","Boraginaceae","forb","native",1.6793,1.6793,165.631747650669,70.1,0.0144499978261477,0.8862914,1.6943504,0.0144499978261477,0.8862914,1.6943504,"no appendage",1,"none",0.473654761904762,0.0195029761904762,24.2862810926293,1,"unassisted","unassisted",0.991117303717106,0.991117303717106,92.6112715187968,0.775942988709324,0.0068,NA,NA,0,1,0
"Phaseolus acutifolius var. tenuifolius","PHAACUT","Fabaceae","forb","native",214.05,214.05,252.107507150228,120,0.0427606205456502,4.06586185,31.7649468,0.0427606205456502,4.06586185,31.7649468,"no appendage",0,"none",0.40773199023199,0.0352167277167277,11.577793187137,1,"ballistic","unassisted",6.73856000287713,6.73856000287713,0.618014122185836,0.428104598577148,0.0764,NA,NA,0,0,1
"Pholistoma auritum","PHOAUR","Boraginaceae","forb","native",77.99,77.99,257.024340016708,70,0.0012439241026471,2.4284385,16.7816892,0.0012439241026471,2.4284385,16.7816892,"no appendage",1,"none",0.405053702656868,0.0144007914075749,28.1271835132483,0,"unknown","unknown",4.64732715941373,4.64732715941373,60.945895462037,0.6215525427352,0.05,NA,NA,0,0,1
"Physalis crassifolia","PHYCRA","Solanaceae","forb","native",13.6056,13.6056,167.801227587374,25,0.0602229256659306,2.04733325,8.27537386,0.0602229256659306,2.04733325,8.27537386,"no appendage",0,"none",0.531247896803141,0.02035333707235,26.1012675668228,3,"bird","ingestion",1.64410698902249,1.64410698902249,38.5098619671637,2.52614252471502,0.0146,NA,NA,0,1,0
"Plagiobothrys arizonicus","PLAARI","Boraginaceae","forb","native",14.28,14.28,177.736842623818,25,0.00458016753213767,1.7903087,7.309194,0.00458016753213767,1.7903087,7.309194,"no appendage",1,"none",0.422787493375729,0.0295521992580816,14.3064646283511,4,"adhesive","adhesive",1.95370378731225,1.95370378731225,42.6747958497171,1,0.0194,0.056,0.0754,0,NA,NA
"Plagiobothrys nothofulvus","PLANOT","Boraginaceae","forb","native",38.49,38.49,288.222862686878,18.0333333333333,0.0392490207106021,3.0311166,15.2189118,0.0392490207106021,3.0311166,15.2189118,"no appendage",1,"none",0.407961765532752,0.0328535282541468,12.4175937018655,4,"adhesive","adhesive",2.52909015479017,2.52909015479017,34.425797081141,1,0.0348,0.081,0.1158,0,NA,NA
"Plantago erecta","PLAERE","Plantaginaceae","forb","native",19.65,19.65,228.570209876543,6.42666666666667,0.0683000802399277,2.46167445,8.4921754,0.0683000802399277,2.46167445,8.4921754,"no appendage",0,"none",0.444843962008141,0.0272998643147897,16.294731610338,2,"ant","ant",2.31389474126971,2.31389474126971,1440.39128046059,0.934209607457921,0.0142,NA,NA,1,0,0
"Plantago ovata","PLAOVA","Plantaginaceae","forb","native",10.3183,10.3183,226.785344651952,15,0.076275325286725,2.54365635,8.4430808,0.076275325286725,2.54365635,8.4430808,"no appendage",0,"none",0.44093624497992,0.0289859437751004,15.2120713543471,1,"unassisted","unassisted",1.22210129743162,1.22210129743162,1166.72509163871,0.894781996115727,0.0104,NA,NA,1,1,0
"Plantago ovata var. insularis","PLAOVAI","Plantaginaceae","forb","native",11.3986,11.3986,181.475173508571,18.5,0.0744870953094527,2.4705374,8.1269122,0.0744870953094527,2.4705374,8.1269122,"no appendage",0,"none",0.43899173553719,0.0276264462809917,15.8902716285748,3,"ant","ant",1.40257452270741,1.40257452270741,892.823662739604,0.936243137897552,0.0122,NA,NA,1,1,0
"Plantago patagonica","PLAPAT","Plantaginaceae","forb","native",9.7465,9.7465,201.334637952559,15.24,0.0866231536001921,2.36861385,6.3877872,0.0866231536001921,2.36861385,6.3877872,"no appendage",0,"none",0.464867028143558,0.0277356054737929,16.7606590951406,3,"ant","ant",1.52580223711898,1.52580223711898,873.785377788258,0.876066659142405,0.0082,NA,NA,1,1,0
"Platystemon californicus","PLACAL","Papaveraceae","forb","native",4.2968,4.2968,209.299635636184,7.58,0.00986678597558222,1.240808,3.50338548,0.00986678597558222,1.240808,3.50338548,"no appendage",1,"none",0.484509061401136,0.0187773870705978,25.8027945836935,0,"unknown","unknown",1.22647080217961,1.22647080217961,68.4356502308698,0.661650812487973,0.0112,0.2274,0.2386,0,1,0
"Polypogon monspeliensis","POLMON","Poaceae","grass","invasive",0.9121,0.9121,156.240911349187,31.3008889,0.130049818128654,6.53861485,8.0538592,0.0750149923251112,0.79323082,0.6983206,"elongated appendage",1,"awn",0.428350364963504,0.0330656934306569,12.9545253863135,4,"adhesive","adhesive",1.30613360109955,0.113250055327513,43.7402601983966,0.441137828804166,NA,NA,0.006,0,1,1
"Pterostegia drymarioides","PTEDRY","Polygonaceae","forb","native",2.7861,2.7861,181.563653180387,50,0.0313252457037095,1.2275135,2.4594396,0.0313252457037095,1.2275135,2.4594396,"no appendage",0,"none",0.417788003808315,0.0173183116470962,24.124060839289,1,"unassisted","unassisted",1.1328190373124,1.1328190373124,22.9855623529715,0.79453313424344,0.1488,0.0272,0.176,0,0,1
"Rafinesquia californica","RAFCAL","Asteraceae","forb","native",13.3838,13.3838,216.599608343976,85,0.157914268770123,8.8053051,20.7414564,0.157914268770123,8.8053051,20.7414564,"elongated appendage",1,"pappus",0.482803287981859,0.0246060090702948,19.6213569865223,2,"wind","wind",0.645268092167337,0.645268092167337,127.482079083325,1,0.0134,0.0956,0.109,0,NA,NA
"Rigiopappus leptocladus","RIGLEP","Asteraceae","forb","native",6.395,6.395,201.608837793735,11.35,0.107396707250778,8.2868247,20.177458,0.163159340272312,5.05678488888889,9.251592,"elongated appendage",1,"pappus",0.472940813810111,0.031596794081381,14.968,2,"wind","wind",0.691232384653366,0.316937842219768,84.351091470294,1,0.0096,0.0278,0.0374,0,NA,NA
"Salvia carduacea","SALCAR","Lamiaceae","forb","native",28.4,28.4,249.063957489082,55,0.0424833171624349,2.80732805,14.1553276,0.0424833171624349,2.80732805,14.1553276,"no appendage",0,"none",0.514342766463898,0.0358767521819624,14.3363803907114,3,"small mammal (internal or caching)","ingestion",2.00631174371408,2.00631174371408,1107.15105013713,1,NA,0.0652,NA,1,NA,NA
"Salvia columbariae","SALCOL","Lamiaceae","forb","native",4.9112,4.9112,231.896545170921,30,0.0280408953626199,1.4845382,4.22134424,0.0280408953626199,1.4845382,4.22134424,"no appendage",0,"none",0.539534040178571,0.0332979910714286,16.2032009384951,4,"adhesive","adhesive",1.16342087277867,1.16342087277867,1290.52827986691,1,NA,0.0338,NA,1,NA,NA
"Schismus barbatus","SCHBAR","Poaceae","grass","invasive",0.6889,0.6889,145.509584823456,7.2025678,0.0300641508236851,0.77107352,1.08714924,0.0300641508236851,0.77107352,1.08714924,"no appendage",0,"none",0.412893603936039,0.0313622386223862,13.1653103245416,1,"unassisted","unassisted",0.633675648800527,0.633675648800527,35.3991193596826,0.481752560526166,NA,NA,0.0038,0,1,1
"Senecio vulgaris","SENVUL","Asteraceae","forb","invasive",2.6665,2.5964,148.081133123384,27.71091345,0.13681281257845,2.9424875,4.8041932,0.13681281257845,2.9424875,4.8041932,"elongated appendage",1,"plume",0.505591094386955,0.0320006271558482,15.7994120529152,4,"adhesive","adhesive",0.54044454332103,0.55503596316651,918.975358163713,1,0.0072,0.0204,0.0276,0,NA,NA
"Sesbania herbacea","SESHER","Fabaceae","forb","native",74.72,74.72,286.921340419746,298.7,0.0753874941252145,3.6958352,19.2957216,0.0753874941252145,3.6958352,19.2957216,"no appendage",0,"none",0.399805501528202,0.0534287302028341,7.48296843309585,1,"unassisted","unassisted",3.87236101084709,3.87236101084709,74.481023453811,0.954442895323409,0.0476,NA,NA,0,0,0
"Sidalcea diploscypha","SIDDIP","Malvaceae","forb","native",49.7,49.7,252.797745027257,18.8,0.0119072471323323,2.8472112,18.2922288,0.0119072471323323,2.8472112,18.2922288,"no appendage",1,"none",0.436444174757282,0.0274302184466019,15.9110717840947,1,"unassisted","unassisted",2.71700078450801,2.71700078450801,418.775867893417,0.875052977130376,0.132,NA,NA,1,1,1
"Silene gallica","SILGAL","Caryophyllaceae","forb","invasive",2.6986,2.6986,195.894862396614,32.344375,0.0150124925067515,0.999293615,2.33218652,0.0150124925067515,0.999293615,2.33218652,"no appendage",1,"none",0.46760621761658,0.028594127806563,16.3532254167673,4,"adhesive","adhesive",1.15711156756021,1.15711156756021,20.3594675235801,2.41814045528836,0.0234,NA,NA,0,1,1
"Sisymbrium altissimum","SISALT","Brassicaceae","forb","invasive",2.4799,2.4799,189.095556747107,63.9672390466667,0.0289170104313882,0.9704891,1.93078964,0.0289170104313882,0.9704891,1.93078964,"no appendage",0,"none",0.565666126418152,0.0467455429497569,12.1009638721309,3,"tumbling","wind",1.28439678182653,1.28439678182653,44.6168132925966,1,0.0068,NA,NA,0,NA,NA
"Sisymbrium irio","SISIRI","Brassicaceae","forb","invasive",0.9582,0.9582,161.527172815578,35.6498039333333,0.0500312358201594,0.86856558,1.18533832,0.0500312358201594,0.86856558,1.18533832,"no appendage",0,"none",0.54655321603692,0.0529535621574849,10.3213682662454,4,"adhesive","adhesive",0.8083768016544,0.8083768016544,79.0501386513189,1,0.0072,NA,NA,0,NA,NA
"Sisymbrium orientale","SISORI","Brassicaceae","forb","invasive",2.5547,2.5547,193.194568449013,54.8026316,0.0359161071884322,0.952763275,1.61933398,0.0359161071884322,0.952763275,1.61933398,"no appendage",0,"none",0.564574003276898,0.0394292736209721,14.3186508760995,2,"unassisted","unassisted",1.57762390683607,1.57762390683607,81.2296887818622,1,0.0088,NA,NA,0,NA,NA
"Spergularia platensis","SPEPLA","Caryophyllaceae","forb","invasive",0.479,0.479,121.926974954246,12,0.0520530524244601,0.59824672,0.672791422,0.0520530524244601,0.59824672,0.672791422,"no appendage",0,"none",0.438269648959304,0.0339763901832867,12.8992411081649,0,"unknown","unknown",0.711959136720385,0.711959136720385,139.123694074801,1.8770317058947,0.0082,NA,NA,0,1,1
"Stephanomeria exigua","STEEXI","Asteraceae","forb","native",5.2771,5.2771,187.190505868632,105,0.120587849899342,3.2460423,8.4446518,0.120587849899342,3.2460423,8.4446518,"elongated appendage",1,"none",0.479165644171779,0.0278895705521472,17.1808183018038,2,"wind","wind",0.624904392150307,0.624904392150307,125.517603449336,1,0.0126,0.0444,0.057,0,NA,NA
"Stipa capensis","STICAP","Poaceae","grass","invasive",34.6,8.2285,145.817227235951,15.9449573,0.167421455775616,5.6057932,11.407212,0.167421455775616,5.6057932,11.407212,"elongated appendage",1,"awn",0.436613039796782,0.0164690939881456,26.5110539845758,4,"adhesive","adhesive",0.721341901947645,3.03316884090521,56.7597007947639,0.484539300594582,NA,NA,0.01,0,1,1
"Streptanthella longirostris","STRLON","Brassicaceae","forb","native",1.4438,1.4438,130.288841457245,40,0.0658551488041429,1.4978325,2.84905376,0.0658551488041429,1.4978325,2.84905376,"no appendage",1,"none",0.487796201386795,0.0322821826952065,15.1103847590586,0,"unknown","unknown",0.506764744235644,0.506764744235644,62.9651137883962,1,0.0496,NA,NA,0,NA,NA
"Streptanthus insignis","STRINS","Brassicaceae","forb","native",4.8087,4.8087,188.235726543557,36,0.0740350041047045,1.885585,5.35366014,0.0740350041047045,1.885585,5.35366014,"flat appendage",0,"wing",0.511237738026544,0.0351240623196769,14.5551996057171,2,"wind","wind",0.898207931443328,0.898207931443328,164.315955237538,1,0.0094,NA,NA,1,NA,NA
"Streptanthus polygaloides","STRPOL","Brassicaceae","forb","native",2.1318,2.1318,160.734734802677,50,0.0860748802740273,1.3072798,2.32472416,0.0860748802740273,1.3072798,2.32472416,"no appendage",0,"none",0.565049887351142,0.0408046346958481,13.8476889099227,1,"unassisted","unassisted",0.917012020901439,0.917012020901439,63.0957339239346,1,0.0144,NA,NA,0,NA,NA
"Stylocline micropoides","STYMIC","Asteraceae","forb","native",1.064,1.064,136.576143618625,8,0.0694538914128573,1.1255899,1.54117552,0.0694538914128573,1.1255899,1.54117552,"elongated appendage",0,"pappus",0.546947150870977,0.0513610865072335,10.6490572545413,2,"wind","wind",0.690382105212779,0.690382105212779,34.3343676282009,1,0.0068,NA,NA,0,NA,NA
"Thysanocarpus curvipes","THYCUR","Brassicaceae","forb","native",15.3142857142857,15.3142857142857,106.740265368209,36.6,0.109505501625385,5.65453925,49.918924,0.0642279331644227,1.9631356,6.28409988,"flat appendage",0,"wing",0.445615006150062,0.0122662976629766,36.3284031085485,2,"wind","wind",2.43698954611232,0.306783169330447,106.840356338669,1,0.01,0.0192,0.0292,0,1,0
"Tidestromia suffruticosa var. oblongifolia","TIDSUFO","Amaranthaceae","forb","native",4.7804,4.7804,224.666176913804,35,0.0196068155857976,1.17433605,3.0136186,0.0196068155857976,1.17433605,3.0136186,"no appendage",0,"none",0.470626535626536,0.0365970515970516,12.8596844578718,0,"unknown","unknown",1.58626576037193,1.58626576037193,50.8932872215676,2.58812001978096,0.0086,NA,NA,0,1,1
"Trichoptilium incisum","TRIINC","Asteraceae","forb","native",6.2464,3.8929,163.284582606029,15,0.0138461903065787,5.2822969,22.8462378,0.0906665360035431,2.57024505,5.44713612,"elongated appendage",1,"pappus",0.492938483547926,0.0339113018597997,14.5361120485994,2,"wind","wind",0.714669124148856,0.273410443097112,131.969920194843,1,0.01,0.0206,0.0306,0,NA,NA
"Trichostema austromontanum ssp. austromontanum","TRIAUSA","Lamiaceae","forb","native",3.0974,3.0974,175.051440720076,50,0.0273233230144023,1.3648887,3.42169236,0.0273233230144023,1.3648887,3.42169236,"no appendage",1,"none",0.504719175805916,0.0295879029577933,17.0582949567561,1,"unassisted","unassisted",0.905224571387242,0.905224571387242,106.661862918124,0.79731838571254,0.0682,NA,NA,0,NA,NA
"Trichostema lanceolatum","TRILAN","Lamiaceae","forb","native",17.85,17.85,186.263917511103,100,0.0152036989984738,2.4904789,11.4009284,0.0152036989984738,2.4904789,11.4009284,"no appendage",1,"none",0.504540399084069,0.026368989205103,19.1338543605012,1,"unassisted","unassisted",1.56566196837093,1.56566196837093,40.7854393300922,0.696518355944285,0.1226,NA,NA,0,NA,NA
"Trifolium albopurpureum","TRIALB","Fabaceae","forb","native",22.6,22.6,223.610818938742,15.464285715,0.0493953387700809,2.34202515,9.0074716,0.0493953387700809,2.34202515,9.0074716,"no appendage",0,"none",0.457014294996751,0.0499220272904483,9.15456202004425,1,"unassisted","unassisted",2.50902817167916,2.50902817167916,64.8546537690234,0.967488087201245,0.043,NA,NA,0,0,0
"Trifolium depauperatum","TRIDEP","Fabaceae","forb","native",12.69,12.69,223.942021664917,17.78,0.0161270557367313,1.53328415,5.2326912,0.0161270557367313,1.53328415,5.2326912,"no appendage",1,"none",0.437908496732026,0.0370494864612512,11.8195564516129,1,"unassisted","unassisted",2.42513833034902,2.42513833034902,3.45644087889686,0.98607702977211,0.0286,NA,NA,0,0,0
"Trifolium fucatum","TRIFUC","Fabaceae","forb","native",51.1,51.1,225.686375084999,24.7,0.0335461106792693,2.6500114,16.3205924,0.0335461106792693,2.6500114,16.3205924,"no appendage",1,"none",0.416624787775891,0.0266519524617997,15.6320550388585,1,"unassisted","unassisted",3.13101379824914,3.13101379824914,51.645151800012,0.969824080155124,0.0384,NA,NA,0,0,0
"Trifolium gracilentum","TRIGRA","Fabaceae","forb","native",14.83,14.83,214.020461719799,9.228333335,0.0246729015192429,1.83683905,6.9164374,0.0246729015192429,1.83683905,6.9164374,"no appendage",0,"none",0.397250615763547,0.0313269704433498,12.6807862407862,1,"unassisted","unassisted",2.14416745823507,2.14416745823507,74.6270915572578,0.980952420402948,0.0348,NA,NA,0,0,0
"Trifolium hirtum","TRIHIR","Fabaceae","forb","invasive",52.12,30.48,247.187428522555,15.274759625,0.0485968414846843,7.5999494,66.6036,0.0141135136197367,2.06949055,9.862502,"no appendage",1,"none",0.415070197830249,0.0322271857051691,12.879504950495,4,"large mammal (internal)","ingestion",3.09049366986187,0.78254028310782,6.65803855883256,0.951074037839748,0.0372,NA,NA,0,0,0
"Trifolium microcephalum","TRIMIC","Fabaceae","forb","native",9.1815,9.1815,271.331024700237,10.925,0.0293391540108919,1.58646175,4.88588728,0.0293391540108919,1.58646175,4.88588728,"no appendage",0,"none",0.455049234135667,0.0570404814004376,7.97765416706627,1,"unassisted","unassisted",1.87918784732995,1.87918784732995,37.2420188795218,1,0.0274,NA,NA,0,0,0
"Trifolium willdenovii","TRIWIL","Fabaceae","forb","native",20.01,20.01,274.781834901742,24.65,0.0290708343434074,1.9010952,7.1736928,0.0290708343434074,1.9010952,7.1736928,"no appendage",0,"none",0.412323379461034,0.0408630735615441,10.0903662775154,1,"unassisted","unassisted",2.78935836226497,2.78935836226497,78.4144876352743,0.987370696781749,0.026,NA,NA,0,0,0
"Tropidocarpum gracile","TROGRA","Brassicaceae","forb","native",2.3154,2.3154,205.004712245838,27.5,0.0718265933514636,1.29398553,2.38560136,0.0718265933514636,1.29398553,2.38560136,"no appendage",0,"none",0.494738154613466,0.0333073566084788,14.8537201684605,1,"unassisted","unassisted",0.970572887332693,0.970572887332693,392.393362087976,0.940458708220033,0.0138,NA,NA,1,1,0
"Uropappus lindleyi","UROLIN","Asteraceae","forb","native",18.475,18.155,179.803588645078,18.8949275366667,0.0295323211895011,16.387528,71.424686,0.191356343005476,10.1554220666667,17.4517306666666,"elongated appendage",1,"pappus",0.443190266982089,0.0217100371747212,20.4140722291407,2,"unassisted","unassisted",1.04029797082971,0.258664070290768,98.4341764518204,1,NA,0.0848,NA,0,NA,NA
"Vicia villosa","VICVIL","Fabaceae","forb","invasive",350.77,350.77,335.121627338179,56.355576925,0.00783335321844868,4.0968822,44.7883508,0.00783335321844868,4.0968822,44.7883508,"no appendage",0,"none",0.392607868020305,0.0282011421319797,13.9217009787378,1,"ballistic","unassisted",7.8317239580074,7.8317239580074,14.5163922050233,0.979401758073963,0.1116,NA,NA,0,0,1
"Volutaria tubuliflora","VOLTUB","Asteraceae","forb","invasive",11.283,11.283,150.25303919473,150,0.00984745853453076,5.29115985,26.782833,0.0878558879183655,3.11679138888889,10.8322168888889,"elongated appendage",1,"pappus",0.495817893065114,0.0316146109052409,15.6831882116544,2,"wind","wind",1.04161503741432,0.421277315958323,120.029488958362,1,0.04,0.0214,0.0614,0,NA,NA
"Xanthisma gracile","XANGRA","Asteraceae","forb","native",2.6038,2.1837,116.800253120166,21.65,0.0660884213400792,4.0392731,11.9468588,0.115161202875733,2.09861167857143,3.10740300357143,"elongated appendage",1,"plume",0.508647450110865,0.0332178492239468,15.3124739257405,2,"wind","wind",0.702741162794208,0.2179485037523,71.3221780999673,1,0.0078,0.0398,0.0476,0,NA,NA
"Zeltnera trichantha","ZELTRI","Gentianaceae","forb","native",0.2842,0.2842,144.984515007699,6.825,0.0154371136254521,0.57165798,0.71167428,0.0154371136254521,0.57165798,0.71167428,"no appendage",1,"none",0.542019230769231,0.0471212121212121,11.5026589166461,2,"wind","wind",0.399339990198887,0.399339990198887,417.262435277141,0.763584228661668,0.0072,NA,NA,0,1,0
