"Species","code","family","group","nat.inv","morph.mass.mg","chem.mass.mg","set.time.mpsec","height.cm","shape.m","size.mm.m","area.mm2.m","shape.c","size.mm.c","area.mm2.c","appendage type","smooth.coarse","appendage","prop.C","prop.N","cn","ldd","disp","ldd2","wing.loading.c","wing.loading.m","coat.perm.perc","E.S","coat.thick","fruit.thick","both.thick","mucilage","fleshy.end","starchy.end"
"Chylismia brevipes","CHYBRE","Onagraceae","forb","native",5.817,5.817,187.948379752517,39,0.0292866718310384,1.9897242,6.8253176,0.0292866718310384,1.9897242,6.8253176,"no appendage",0,"none",0.506208695652174,0.0264434782608696,19.1430450509701,1,"unassisted","unassisted",0.852268032186517,0.852268032186517,123.390245337153,1,0.007,NA,NA,1,NA,NA
"Chylismia cardiophylla","CHYCAR","Onagraceae","forb","native",0.3307,0.3307,110.17655968934,100,0.0297146152115135,0.59381527,0.62605336,0.0297146152115135,0.59381527,0.62605336,"no appendage",0,"none",0.540894399554193,0.0325215937587072,16.6318540095956,1,"unassisted","unassisted",0.528229734283352,0.528229734283352,172.498801998182,1,0.0058,NA,NA,0,NA,NA
"Chylismia claviformis","CHYCLA","Onagraceae","forb","native",0.8481,0.8481,129.841091119934,36.5,0.0272222187119648,0.79766228,1.1201408,0.0272222187119648,0.79766228,1.1201408,"no appendage",0,"none",0.516790407358738,0.0450164257555848,11.4800408669634,1,"unassisted","unassisted",0.757136959925038,0.757136959925038,94.045199581757,1,0.116,NA,NA,0,NA,NA
"Chylismia claviformis ssp. claviformis","CHYCLAC","Onagraceae","forb","native",0.9677,0.9677,128.569285648127,36.5,0.0258927155155044,0.92174312,1.48147644,0.0258927155155044,0.92174312,1.48147644,"no appendage",0,"none",0.527017898383372,0.0321333718244804,16.4009522953912,1,"unassisted","unassisted",0.653199722838657,0.653199722838657,78.2340480027019,1,0.0114,NA,NA,0,NA,NA
"Chylismia claviformis ssp. funerea","CHYCLAF","Onagraceae","forb","native",0.7891,0.7891,165.616629686271,37,0.0210999911284664,0.76221062,1.07065348,0.0210999911284664,0.76221062,1.07065348,"no appendage",0,"none",0.542771768523526,0.0358599242833964,15.1358871879949,1,"unassisted","unassisted",0.737026512069993,0.737026512069993,81.7019049565497,1,0.0082,NA,NA,0,NA,NA
"Clarkia dudleyana","CLADUD","Onagraceae","forb","native",2.4543,2.4543,208.553192821773,70,0.0200488560016429,1.2097876,2.92839052,0.0200488560016429,1.2097876,2.92839052,"no appendage",1,"none",0.555700852189245,0.0553599764913312,10.0379531822284,1,"unassisted","unassisted",0.838105431375321,0.838105431375321,38.0918403756839,1,0.0176,NA,NA,0,NA,NA
"Clarkia epilobioides","CLAEPI","Onagraceae","forb","native",0.6723,0.6723,147.097690791124,45.72,0.0381814809751842,0.8552712,1.26546056,0.0381814809751842,0.8552712,1.26546056,"no appendage",1,"none",0.489493545183714,0.043796756041046,11.1764794800091,1,"unassisted","unassisted",0.531269026669626,0.531269026669626,38.6006733470737,1,0.0196,NA,NA,0,NA,NA
"Clarkia gracilis","CLAGRA","Onagraceae","forb","native",3.8749,3.8749,164.233034762557,42.2166666666667,0.087029716246565,2.0606276,4.3588086,0.087029716246565,2.0606276,4.3588086,"elongated appendage",1,"hairs",0.517165648336728,0.0639850644942295,8.08259946949602,1,"unassisted","unassisted",0.888981452408807,0.888981452408807,58.2653100512299,1,0.0412,NA,NA,0,NA,NA
"Clarkia purpurea","CLAPUR","Onagraceae","forb","native",4.5448,4.5448,198.250676791647,25.9,0.0279659075438704,1.5864617,4.42871924,0.0279659075438704,1.5864617,4.42871924,"elongated appendage",1,"hairs",0.538604395604396,0.0565457875457875,9.52510202759604,2,"ant","ant",1.02621090968052,1.02621090968052,54.3196611438564,1,0.0186,NA,NA,0,NA,NA
"Clarkia unguiculata","CLAUNG","Onagraceae","forb","native",3.202,3.202,189.129534635389,100,0.0232463328032756,1.34273156,3.63063868,0.0232463328032756,1.34273156,3.63063868,"no appendage",1,"none",0.547532276995305,0.0532012910798122,10.2917103303734,1,"unassisted","unassisted",0.881938491329024,0.881938491329024,40.2918415429947,1,0.012,NA,NA,0,NA,NA
"Claytonia parviflora ssp. parviflora","CLAPARP","Montiaceae","forb","native",4.1254,4.1254,195.219967381797,30.48,0.0414732752257188,1.26296535,3.02383014,0.0414732752257188,1.26296535,3.02383014,"nutrient-containing appendage",0,"elaiosome",0.456943629846856,0.024594330400782,18.5792262851086,3,"ant","ant",1.36429621010392,1.36429621010392,45.1790995195974,2.33278053390042,0.0184,NA,NA,0,0,0
"Claytonia parviflora ssp. viridis","CLAPARV","Montiaceae","forb","native",4.4949,4.4949,204.534493342437,15.5,0.0458553790205011,1.2097878,2.71905158,0.0458553790205011,1.2097878,2.71905158,"nutrient-containing appendage",0,"elaiosome",0.458108197809492,0.0177132426153336,25.8624695521829,2,"ant","ant",1.6531131785297,1.6531131785297,29.5117605730336,2.38128447030003,0.0252,NA,NA,0,0,1
"Claytonia perfoliata","CLAPER","Montiaceae","forb","native",3.7146,3.7146,193.085158241754,15.1836842,0.03397378308216,1.3648888,3.62278338,0.03397378308216,1.3648888,3.62278338,"nutrient-containing appendage",0,"elaiosome",0.446760151913526,0.0289599766286883,15.4268132754968,4,"ant","ant",1.02534422027739,1.02534422027739,31.0880090547245,2.41360264242865,0.0148,NA,NA,0,0,1
"Collinsia concolor","COLCON","Plantaginaceae","forb","native",5.2036,5.2036,221.025104763422,27.5,0.0321355295553221,1.33830003,3.72332892,0.0321355295553221,1.33830003,3.72332892,"no appendage",1,"none",0.481844630145466,0.0172268647477561,27.9705353934603,1,"unassisted","unassisted",1.39756656255875,1.39756656255875,88.1079575431145,0.805737043263217,0.0902,NA,NA,0,0,0
"Collinsia heterophylla","COLHET","Plantaginaceae","forb","native",6.0912,6.0912,237.057147156298,38.4,0.0359534813099389,1.4468707,4.14043596,0.0359534813099389,1.4468707,4.14043596,"no appendage",1,"none",0.451751363766868,0.0257967269595177,17.5119643850863,1,"ballistic","unassisted",1.47114942939487,1.47114942939487,95.3121408710489,0.829739750244162,0.1336,NA,NA,0,1,0
"Collinsia parviflora","COLPAR","Plantaginaceae","forb","native",11.2174,11.2174,254.760652998743,30.48,0.0566417517645222,2.14925675,7.4721874,0.0566417517645222,2.14925675,7.4721874,"no appendage",1,"none",0.465304251180884,0.01707696582384,27.247478034494,1,"unassisted","unassisted",1.50122037892144,1.50122037892144,87.7826063144012,0.827500090717752,0.1902,NA,NA,0,1,0
"Collinsia sparsiflora","COLSPA","Plantaginaceae","forb","native",11.0514,11.0514,190.246988800944,12.73,0.0454302029161252,2.5237149,10.789014,0.0454302029161252,2.5237149,10.789014,"flat appendage",0,"wing",0.41385667484337,0.020105040856442,20.5843825844332,1,"unassisted","unassisted",1.02431973857852,1.02431973857852,114.167777642975,0.830603980271187,0.0318,NA,NA,0,0,0
"Convolvulus equitans","CONEQU","Convolvulaceae","forb","native",174.41,174.41,248.997806324111,60.96,0.0156855570770718,3.8863876,32.9970236,0.0156855570770718,3.8863876,32.9970236,"no appendage",1,"none",0.431641602956946,0.0201658076843037,21.7244094046448,3,"bird","ingestion",5.28562824678527,5.28562824678527,3.18425611724703,0.85153279818769,0.0486,NA,NA,0,0,0
"Cordylanthus nevinii","CORNEV","Orobanchaceae","forb","native",5.6209,5.6209,201.931652336726,50,0.0704692205717433,1.9719984,5.01863926,0.0704692205717433,1.9719984,5.01863926,"no appendage",1,"none",0.580182767624021,0.0446083550913838,13.0061457418788,1,"unassisted","unassisted",1.12000478791138,1.12000478791138,42.1716238633159,0.899988573318858,0.025,NA,NA,0,1,0
"Cordylanthus rigidus ssp. setiger","CORRIGS","Orobanchaceae","forb","native",5.2593,5.2593,210.051690428253,60.96,0.0553994396845162,1.78366145,4.75195796,0.0553994396845162,1.78366145,4.75195796,"no appendage",1,"none",0.517138294474609,0.0372245289045034,13.8924066924067,1,"unassisted","unassisted",1.10676484183374,1.10676484183374,40.492213438267,0.885066664424083,0.0398,NA,NA,0,1,0
"Cryptantha angustifolia","CRYANG","Boraginaceae","forb","native",0.7094,0.7094,139.257778598494,12.5,0.0462364515675674,1.01037228,1.53646236,0.0462364515675674,1.01037228,1.53646236,"no appendage",1,"none",0.504269699967029,0.0416452357401912,12.108700815454,4,"adhesive","adhesive",0.461709976416214,0.461709976416214,67.5591874161081,1,0.0058,0.0062,0.012,0,1,0
"Cryptantha barbigera","CRYBAR","Boraginaceae","forb","native",5.3541,5.3541,223.178530096456,28,0.0635112603114396,2.0850008,5.46088282,0.0635112603114396,2.0850008,5.46088282,"no appendage",1,"none",0.441959334565619,0.0236260012322859,18.7064806363281,4,"adhesive","adhesive",0.980445868640704,0.980445868640704,59.5097049904387,1,0.0194,0.0232,0.0426,0,0,0
"Cryptantha costata","CRYCOS","Boraginaceae","forb","native",1.96,1.96,188.222038318762,15,0.0682269700682043,1.3892618,2.48457596,0.0682269700682043,1.3892618,2.48457596,"no appendage",0,"none",0.527286864759789,0.043848930852541,12.0250791640279,4,"adhesive","adhesive",0.788867006505207,0.788867006505207,25.9260747869783,1,0.0196,0.0204,0.04,0,1,0
"Cryptantha intermedia","CRYINT","Boraginaceae","forb","native",3.1454,3.1454,195.152039604713,35,0.0574925958752292,1.7947402,4.03282104,0.0574925958752292,1.7947402,4.03282104,"no appendage",1,"none",0.428342704942291,0.0414382953536549,10.3368804456506,4,"adhesive","adhesive",0.779950304960718,0.779950304960718,38.6578753049849,1,0.0122,0.0202,0.0324,0,NA,NA
"Cryptantha micrantha","CRYMIC","Boraginaceae","forb","native",0.8444,0.8444,136.867586209422,6.5,0.0410482206893607,1.04139226,1.76347552,0.0410482206893607,1.04139226,1.76347552,"no appendage",1,"none",0.516516369902355,0.0424755887421022,12.1603110209601,4,"adhesive","adhesive",0.478827174192926,0.478827174192926,29.65116752177,1,0.0094,0.0628,0.0722,0,NA,NA
"Cryptantha muricata","CRYMUR","Boraginaceae","forb","native",3.3295,3.3295,187.360325791788,12.7,0.0420721414200932,1.7415627,4.38630224,0.0420721414200932,1.7415627,4.38630224,"no appendage",1,"none",0.507452374182542,0.0184077338640887,27.5673463083102,4,"adhesive","adhesive",0.759067619562851,0.759067619562851,41.7821424391688,1,0.0096,0.0174,0.027,0,NA,NA
"Cryptantha nevadensis var. rigida","CRYNEVR","Boraginaceae","forb","native",4.7668,4.7668,256.069215509355,20,0.0391486396105964,1.9321153,5.6313384,0.0391486396105964,1.9321153,5.6313384,"no appendage",1,"none",0.422706852431049,0.0328859823713392,12.8537091475013,4,"adhesive","adhesive",0.846477277941599,0.846477277941599,40.0294394568479,1,0.0196,0.0312,0.0508,0,NA,NA
"Cryptantha pterocarya","CRYPTE","Boraginaceae","forb","native",3.8336,3.8336,231.718881227132,25,0.0501953528764201,2.06505905,8.12455518,0.0501953528764201,2.06505905,8.12455518,"flat appendage",1,"wing",0.503879686137751,0.0317727404824179,15.8588676484039,4,"adhesive","adhesive",0.471853524908917,0.471853524908917,49.1120824705167,1,0.014,0.0346,0.0486,0,NA,NA
"Cucurbita palmata","CUCPAL","Cucurbitaceae","forb","native",751.6,751.6,336.266681465039,7.5,0.0868653509437593,9.9596993,128.312676,0.0868653509437593,9.9596993,128.312676,"no appendage",0,"none",0.522872019731433,0.0262428062482872,19.9243943191312,4,"large mammal (internal)","ingestion",5.85756624700119,5.85756624700119,44.8079376156991,1,0.532,NA,NA,1,NA,NA
"Cynosurus echinatus","CYNECH","Poaceae","grass","invasive",18.17,16.47,221.819328174618,41.8125,0.181798294668115,15.217623,22.5544204,0.0951731481567229,3.5008512,12.0929644,"elongated appendage",1,"awn",0.431115044247788,0.0295246523388116,14.6018669178727,4,"adhesive","adhesive",1.36194893619301,0.805607046324276,38.153727632621,0.273869656516294,NA,NA,0.0068,0,0,1
"Daucus pusillus",NA,"Apiaceae","forb","native",19.9556,19.9556,179.095820608658,17.1888889,0.049685106882221,4.89011295,27.8334578,0.049685106882221,4.89011295,27.8334578,"elongated appendage",1,"prickles",NA,NA,NA,4,"adhesive","adhesive",0.716964458508637,0.716964458508637,126.131754324509,0.238212816089917,NA,0.0822,NA,0,0,0
"Deinandra fasciculata","DEIFAS","Asteraceae","forb","native",6.0169,6.0169,181.80039884936,52,0.0736861964959063,2.2135129,6.0390202,0.0736861964959063,2.2135129,6.0390202,"flat appendage",1,"pappus",0.500229717941262,0.0297441116603664,16.8177729983381,1,"unassisted","unassisted",0.9963371210449,0.9963371210449,55.2311283467791,1,NA,0.059,NA,0,NA,NA
"Deschampsia danthonioides","DESDAN","Poaceae","grass","native",1.8173,1.8173,151.07524133312,45.72,0.0692080154853161,1.3737519,2.34868232,0.0692080154853161,1.3737519,2.34868232,"no appendage",0,"none",0.400415156507413,0.0178056013179572,22.4881569207994,3,"bird","ingestion",0.773753003769365,0.773753003769365,34.8049035027718,0.965518665068348,NA,NA,0.033,0,1,1
"Descurainia pinnata","DESPIN","Brassicaceae","forb","native",1.3049,1.3049,178.224633878467,35,0.03003652566297,0.90401725,1.541961,0.03003652566297,0.90401725,1.541961,"no appendage",0,"none",0.540666455093621,0.0365756902570613,14.782125813449,3,"small mammal (internal or caching)","ingestion",0.846260054566879,0.846260054566879,379.873780211282,0.97140691485656,0.0342,NA,NA,1,1,0
"Diplacus bigelovii","DIPBIG","Phrymaceae","forb","native",0.372,0.372,80.3722142277762,13.5,0.0365570716215693,0.63369836,0.66690012,0.0365570716215693,0.63369836,0.66690012,"no appendage",0,"none",0.542992726013163,0.0298753030827849,18.1753043478261,0,"unknown","unknown",0.557804667961373,0.557804667961373,24.202866115883,0.922413262501324,0.005,NA,NA,0,1,0
"Draba cuneifolia","DRACUN","Brassicaceae","forb","native",0.5841,0.5841,102.3497039868,15,0.0177329483856267,0.7843679,1.28274184,0.0177329483856267,0.7843679,1.28274184,"no appendage",1,"none",0.556629055007052,0.041533850493653,13.401816792597,1,"unassisted","unassisted",0.455352730990672,0.455352730990672,6.96218418250677,1,0.01,NA,NA,1,NA,NA
"Elymus caput-medusae","ELYCAP","Poaceae","grass","invasive",33.06,19.62,181.817860548475,34.9290826,0.15430343944854,77.909447,113.362796,0.161602988378846,6.1663725,16.6108396,"elongated appendage",1,"awn",0.388742746615087,0.0146776273372018,26.4853942455524,4,"adhesive","adhesive",1.18115642992543,0.291630068827872,56.5085259568018,0.199367610261549,NA,NA,0.0178,0,0,1
"Emmenanthe penduliflora","EMMPEN","Boraginaceae","forb","native",5.1524,5.1524,152.82570586846,45,0.0560413455568481,2.06949065,7.22710728,0.0560413455568481,2.06949065,7.22710728,"no appendage",1,"none",0.50325849703773,0.0165949485500468,30.32600526118,1,"unassisted","unassisted",0.712927012202868,0.712927012202868,56.9565398761426,0.804770191545996,0.015,NA,NA,0,0,0
"Emmenanthe penduliflora var. penduliflora","EMMPENP","Boraginaceae","forb","native",5.4756,5.4756,173.009686405205,45.1104,0.063748494807808,2.058412,6.76287008,0.063748494807808,2.058412,6.76287008,"no appendage",1,"none",0.504020486555698,0.0209603072983355,24.0464263897373,1,"unassisted","unassisted",0.809656245828694,0.809656245828694,70.5406435112804,0.770919520598786,0.0114,NA,NA,0,0,0
"Epilobium brachycarpum","EPIBRA","Onagraceae","forb","native",1.8489,1.8489,154.891638534527,47.825,0.0758338171625636,1.44687075,2.61222172,0.0758338171625636,1.44687075,2.61222172,"no appendage",1,"none",0.540336963921035,0.0449557522123894,12.0193064809207,2,"wind","wind",0.707788311322976,0.707788311322976,59.676194009441,1,0.0092,NA,NA,1,NA,NA
"Eremothera boothii","EREBOO","Onagraceae","forb","native",1.8862,1.8862,147.568433441558,30.48,0.0727583082647735,1.460165,2.7324051,0.0727583082647735,1.460165,2.7324051,"no appendage",1,"none",0.500972903225806,0.0337470967741936,14.8449185593026,0,"unknown","unknown",0.690307597508144,0.690307597508144,43.4599454583795,1,0.0156,NA,NA,0,NA,NA
"Eriastrum diffusum","ERIDIF","Polemoniaceae","forb","native",1.6855,1.6855,139.2350136998,20,0.0592514129152514,1.2186506,2.13659392,0.0592514129152514,1.2186506,2.13659392,"no appendage",0,"none",0.487228098725251,0.0310360726878221,15.6987678056454,2,"ant","ant",0.78887241240488,0.78887241240488,1003.74219636559,0.957476800528794,0.0082,NA,NA,1,1,0
"Eriastrum eremicum","ERIERE","Polemoniaceae","forb","native",1.4668,1.4668,138.861311495319,17.78,0.040704420525839,1.07684406,1.8844444,0.040704420525839,1.07684406,1.8844444,"no appendage",0,"none",0.472225628448805,0.0382311465358676,12.3518563066314,0,"unknown","unknown",0.77837265986728,0.77837265986728,1138.27108811759,0.952274971093798,0.0068,NA,NA,1,1,0
"Eriastrum sapphirinum","ERISAP","Polemoniaceae","forb","native",2.1437,2.1437,156.3040015979,22.5,0.0378985951389819,1.29841706,2.76736044,0.0378985951389819,1.29841706,2.76736044,"no appendage",0,"none",0.466090120347047,0.026767422334173,17.4125888749477,0,"unknown","unknown",0.774637076188023,0.774637076188023,1816.32212572055,0.849186887112249,NA,NA,0.007,1,1,0
"Eriogonum gracillimum","ERIGRA","Polygonaceae","forb","native",1.5509,1.5509,168.345931396146,30,0.0491067399238705,1.03696092,1.28745492,0.0491067399238705,1.03696092,1.28745492,"no appendage",0,"none",0.430624426078972,0.0354759718396082,12.1384814495255,2,"wind","wind",1.20462470250997,1.20462470250997,100.697668629519,1.57583722995843,NA,0.0092,NA,0,0,1
"Eriogonum parishii","ERIPAR","Polygonaceae","forb","native",2.416,2.416,181.551224344657,25,0.030252357632054,1.2851227,2.51363984,0.030252357632054,1.2851227,2.51363984,"no appendage",1,"none",0.429292576419214,0.0185822416302766,23.1023029923234,2,"wind","wind",0.961155994408491,0.961155994408491,44.5577648627335,1.90212882774572,NA,0.0086,NA,0,0,1
"Eriogonum pharnaceoides","ERIPHA","Polygonaceae","forb","native",6.3293,6.3293,200.004784766379,21.3,0.0486108776314902,1.9897244,4.9479428,0.0486108776314902,1.9897244,4.9479428,"elongated appendage",0,"",0.549081569115816,0.0319894146948941,17.1644768856448,2,"wind","wind",1.27917808589056,1.27917808589056,59.6599465788077,0.778420744281061,0.0592,NA,NA,0,0,1
"Eriophyllum lanosum","ERILAN","Asteraceae","forb","native",0.9843,0.9843,113.042583029538,8,0.16072089660097,5.5703416,7.370464,0.182887305263882,3.3900649,2.28898336,"elongated appendage",0,"pappus",0.494759073842303,0.0282165206508135,17.5343756930583,2,"wind","wind",0.430016232184405,0.133546544695151,104.664318652672,1,0.0212,NA,NA,0,NA,NA
"Eriophyllum wallacei","ERIWAL","Asteraceae","forb","native",0.7359,0.7359,88.8703582623193,8,0.134430729974551,2.4727532,3.08627828,0.14948616730089,2.0207445,1.79018292,"flat appendage",1,"pappus",0.506753287413901,0.0249937382592361,20.2752098208693,2,"wind","wind",0.411075310672722,0.238442529556991,141.314071247022,1,NA,0.0162,NA,0,NA,NA
"Erodium botrys","EROBOT","Geraniaceae","forb","invasive",131.85,31.15,254.510438116688,19.92,0.053879973894232,41.11949,156.09076,0.111177202741756,3.8154846,12.5815532,"elongated appendage",1,"awn",0.483774960380349,0.0659080824088748,7.34014619601808,4,"adhesive","adhesive",2.47584694074178,0.844700865060815,31.1232721027311,1,0.0138,0.0378,0.0516,0,NA,NA
"Erodium cicutarium","EROCIC","Geraniaceae","forb","invasive",27.82,11.9066,274.027611897781,13.60623076,0.0518248203812268,18.940048,45.9108452,0.104680767666612,2.6278539,6.3830744,"elongated appendage",1,"awn",0.463152882205514,0.0532080200501253,8.70456900612341,4,"adhesive","adhesive",1.86533937313969,0.605957043021286,NA,1,0.014,0.0263333333333333,0.0373333333333333,0,NA,NA
"Erodium texanum","EROTEX","Geraniaceae","forb","native",58.5333333333333,16.1821,240.117865455125,30,0.0415317531159365,23.699433,133.15536,0.110994967206978,3.354613,10.1849556,"elongated appendage",1,"awn",0.494776659959759,0.0647122736418511,7.64579317206641,4,"adhesive","adhesive",1.58882381382203,0.439586760407792,25.5951074472527,1,0.0102,0.0668,0.077,0,NA,NA
"Erysimum repandum","ERYREP","Brassicaceae","forb","invasive",1.6504,1.6504,158.085164300757,23.0357143,0.0429667618779433,1.2496709,2.7210152,0.0429667618779433,1.2496709,2.7210152,"no appendage",0,"none",0.493838823849714,0.0441600871222434,11.1829223181258,4,"adhesive","adhesive",0.606538324372462,0.606538324372462,44.9684098583998,1,0.0156,NA,NA,0,NA,NA
"Erythranthe guttata","ERYGUT","Phrymaceae","forb","native",0.2238,0.2238,98.8853109465254,11.6,0.0370737778788039,0.62926691,0.70381916,0.0370737778788039,0.62926691,0.70381916,"no appendage",0,"none",0.552800949474398,0.0450356052899288,12.274753407123,3,"bird","ingestion",0.317979408233217,0.317979408233217,41.2651596338494,0.92011994125562,0.0078,NA,NA,0,1,0
"Eschscholzia californica","ESCCAL","Papaveraceae","forb","native",6.518,6.518,211.062006703867,20.44592728,0.00805031469926088,1.4668124,5.1419644,0.00805031469926088,1.4668124,5.1419644,"no appendage",1,"none",0.520328535075709,0.0326105204909153,16.1815274418478,1,"ballistic","unassisted",1.26760893171489,1.26760893171489,39.6812279080005,0.519249112256485,0.046,NA,NA,0,1,0
"Eschscholzia glyptosperma","ESCGLY","Papaveraceae","forb","native",6.1157,6.1157,205.720106527221,15,0.000725625337165237,1.240808,4.37530452,0.000725625337165237,1.240808,4.37530452,"no appendage",1,"none",0.394272596843615,0.022545193687231,17.4880997836324,1,"ballistic","unassisted",1.39777699404566,1.39777699404566,41.1953066540928,0.555340392238988,0.0348,NA,NA,0,0,0
"Eschscholzia minutiflora","ESCMIN","Papaveraceae","forb","native",5.7029,5.7029,197.628067225045,20,0.00135250088130868,1.2496711,4.2527644,0.00135250088130868,1.2496711,4.2527644,"no appendage",1,"none",0.594537890044576,0.0359851411589896,16.5217606738789,1,"ballistic","unassisted",1.34098658275074,1.34098658275074,33.5985733658155,0.624354522992445,0.0352,NA,NA,0,0,0
"Eucrypta chrysanthemifolia","EUCCHR","Boraginaceae","forb","native",5.0597,5.0597,201.191534999857,90,0.00991430790922014,1.3427317,4.20406336,0.00991430790922014,1.3427317,4.20406336,"no appendage",1,"none",0.503947368421053,0.0315355398806294,15.9802993805919,1,"unassisted","unassisted",1.20352610480162,1.20352610480162,54.2857992093765,0.791362566423168,0.0174,NA,NA,0,0,0
"Eucrypta micrantha","EUCMIC","Hydrophyllaceae","forb","native",0.7746,0.7746,141.364703646001,30,0.0375582949166209,0.79766226,1.06122732,0.0375582949166209,0.79766226,1.06122732,"no appendage",1,"none",0.49704275862069,0.0250068965517241,19.8762272476558,1,"unassisted","unassisted",0.729909591848804,0.729909591848804,58.9186489680693,0.74572826855025,0.0082,NA,NA,0,1,0
"Eulobus californicus","EULCAL","Onagraceae","forb","native",2.5,2.5,175.413288013318,91,0.078948866835748,1.5687359,2.79171136,0.078948866835748,1.5687359,2.79171136,"no appendage",0,"none",0.520065452475811,0.0267871371656232,19.4147455646446,0,"unknown","unknown",0.895508051376773,0.895508051376773,82.3185808894396,1,0.0114,NA,NA,1,NA,NA
"Euphorbia crenulata","EUPCRE","Euphorbiaceae","forb","native",6.9815,6.9815,207.610239668372,13.95,0.00641850392542298,1.7991715,7.8653364,0.00641850392542298,1.7991715,7.8653364,"no appendage",1,"none",0.49744847605225,0.0310304789550073,16.0309635173059,0,"unknown","unknown",0.887628913112985,0.887628913112985,69.5051770172983,0.84376265464584,0.0498,NA,NA,0,1,0
"Evax multicaulis","EVAMUL","Asteraceae","forb","native",0.2145,0.2145,83.590115930128,13.5,0.0503905303713684,0.74448479,0.8240026,0.0503905303713684,0.74448479,0.8240026,"no appendage",0,"none",0.486085657370518,0.0430212483399735,11.2987343725884,1,"unassisted","unassisted",0.260314712599208,0.260314712599208,64.6585222260364,1,NA,0.0074,NA,0,NA,NA
"Festuca microstachys","FESMIC","Poaceae","grass","native",14.41,10.4777,167.282644795066,18.0946236566667,0.18719694906711,15.937735,23.7652874,0.149548603252385,5.3820046,13.56148,"elongated appendage",0,"awn",0.443214971209213,0.0269705694177863,16.4332819357134,4,"adhesive","adhesive",0.772607414529978,0.606346548958629,64.9394969322215,0.2980954491247,NA,NA,0.021,0,1,1
"Festuca myuros","FESMYU","Poaceae","grass","invasive",7.0416,7.4364,185.064464895622,28.0767676766667,0.198810934566777,16.8085172,20.4095782,0.168878157931362,5.38643605,10.9245146,"elongated appendage",1,"awn",0.443863185723728,0.0246397884996695,18.0140826180258,4,"adhesive","adhesive",0.680707589516151,0.345014479525108,58.6115645055359,0.193676637678491,NA,NA,0.0018,0,1,1
"Festuca octoflora","FESOCT","Poaceae","grass","native",3.0987,2.4489,132.578356421059,5.3,0.183597983163034,9.40576775,12.8380228,0.13188622662573,3.05881325,6.5082651,"elongated appendage",1,"awn",0.424991044776119,0.0188835820895522,22.5058488776478,2,"wind","wind",0.376275391732276,0.241368943510523,70.5533257647913,0.147191818845291,NA,NA,0.0068,0,1,1
"Festuca perennis","FESPER","Poaceae","grass","invasive",26.31,22.11,230.521936945906,53.22277778,0.163516488746437,10.36960935,27.5832706,0.092650943829715,3.69251153333333,15.3145475666667,"elongated appendage",1,"awn",0.416038961038961,0.0171969696969697,24.1925739458779,4,"adhesive","adhesive",1.44372531436215,0.95383902734145,46.6500518240525,0.278057176512218,NA,NA,0.014,0,0,1
"Galium murale","GALMUR","Rubiaceae","forb","invasive",1.6834,1.6834,146.563542673108,10.0833333333333,0.0217013898070994,1.134453,2.72180076,0.0217013898070994,1.134453,2.72180076,"elongated appendage",1,"hairs",0.457485814935929,0.0270911004267215,16.8925628435362,4,"adhesive","adhesive",0.618487592750911,0.618487592750911,80.7745649960455,0.872382258802016,0.0108,0.0306,0.0414,0,1,0
"Gastridium ventricosum","GASVEN","Poaceae","grass","invasive",0.9256,0.9256,145.780947894443,25.14285715,0.161910532321755,4.0858033,3.64870564,0.161910532321755,4.0858033,3.64870564,"elongated appendage",0,"awn",0.425358927162766,0.026726268735209,15.9153876426604,2,"wind","wind",0.253679000534557,0.253679000534557,15.7666277370819,0.340255962437158,NA,NA,0.0192,0,1,1
"Geraea canescens","GERCAN","Asteraceae","forb","native",17.22,17.22,129.70629190522,45,0.112520824799924,10.23445,64.2073992,0.112520824799924,10.23445,64.2073992,"elongated appendage",1,"hairs",0.448148474178404,0.019474765258216,23.0117522977249,3,"small mammal (internal or caching)","ingestion",0.268193389150701,0.268193389150701,140.327531012405,1,NA,0.03,NA,0,NA,NA
"Geranium dissectum","GERDIS","Geraniaceae","forb","invasive",61.11,61.11,256.281286752807,17.589457825,0.012141328392365,2.5214992,15.2342288,0.012141328392365,2.5214992,15.2342288,"no appendage",0,"none",0.484746835443038,0.0378370941111723,12.8114181818182,4,"adhesive","adhesive",4.01136157282868,4.01136157282868,82.7410302605761,1,0.053,NA,NA,0,NA,NA
"Gilia angelensis","GILANG","Polemoniaceae","forb","native",3.2545,3.2545,197.506276188465,38.5,0.0102638415009974,1.0103722,2.38717244,0.0102638415009974,1.0103722,2.38717244,"no appendage",1,"none",0.486955196586407,0.025419079548918,19.1570743405276,1,"unassisted","unassisted",1.36332840705885,1.36332840705885,1301.12489793193,0.906701881960084,0.006,NA,NA,1,1,0
"Gilia capitata","GILCAP","Polemoniaceae","forb","native",9.0258,9.0258,229.268652604313,24.8,0.0325238236796123,1.8301919,5.9290484,0.0325238236796123,1.8301919,5.9290484,"no appendage",0,"none",0.483361618798956,0.0254895561357702,18.9631241997439,1,"unassisted","unassisted",1.52230162263476,1.52230162263476,632.196298174988,0.905871301348379,0.0092,NA,NA,1,1,0
